mean,std,rms,peak,kurtosis,skewness,crest,energy,label
0.005364104567307692,0.06510733659484937,0.06532793350691588,0.19881046153846152,-0.08241949938709281,-0.3737047676835441,3.043268749257864,4.370164629794839,0
0.010639792067307693,0.067652849839411,0.06848440163007513,0.20423446153846153,-0.29326748827896365,-0.20220343791393805,2.9822040303345125,4.802675985028544,0
0.009911471754807694,0.06231765799253634,0.06310093319453429,0.20444307692307692,0.15483384509676723,-0.2578797448630786,3.239937403981976,4.077289236501586,0
0.009280125,0.06364870325503297,0.06432167710859901,0.18232984615384615,-0.17657397309270895,-0.2852770676572626,2.8346562390055383,4.2365728215683784,0
0.010609436899038462,0.06362407453188221,0.0645025814317007,0.20486030769230767,-0.21452552121989266,-0.11569259809888807,3.176001641627703,4.260437003625657,0
0.011021981971153847,0.06247301386944604,0.06343785580002241,0.21132738461538458,-0.1705692565239727,-0.3102693840913496,3.3312503806923996,4.120946225668544,0
0.010848814903846154,0.06360707456652424,0.06452562839468741,0.2008966153846154,0.23841326935622398,-0.0315457747975716,3.1134390670686867,4.263482081002793,0
0.011987643028846154,0.06492743978795998,0.06602481369005302,0.19693292307692306,-0.013859202349288946,-0.1587864309090497,2.982710727798408,4.463898647353561,0
0.013095912259615384,0.06287084582500793,0.0642202940873324,0.21153599999999997,0.015232580712476906,-0.12567159439692113,3.2939119901634637,4.2232280808073845,0
0.011522944110576923,0.06432457253037689,0.06534851851565725,0.22780799999999998,-0.08771025227990004,-0.3173927800099016,3.4860468406697125,4.372919165123786,0
0.012622860576923077,0.05963827295986937,0.0609594964774179,0.1869193846153846,-0.12111124204043122,-0.13014832727026654,3.066288147874379,3.8052456558390526,0
0.013107320913461538,0.07143846027730301,0.07263095392682287,0.21237046153846154,-0.2507559047150516,0.015902082570822516,2.923966258634889,5.401861599559952,0
0.010196484375,0.05823969046799219,0.0591255430369748,0.20548615384615385,0.4940456704584495,-0.3707068544165308,3.475420940188742,3.5797297555631715,0
0.012729001802884613,0.06520261531909148,0.06643348953161547,0.21153599999999997,-0.15379672879248796,-0.2696960745860815,3.1841771116833115,4.519330336099597,0
0.011541686899038462,0.06952019315025278,0.0704717517316257,0.21049292307692305,-0.20849052988165573,-0.03886733499082188,2.9869119883896382,5.085458219134864,0
0.00902872716346154,0.06365463858505184,0.06429176407274728,0.1940123076923077,-0.1388317985587979,-0.18760926905325098,3.017685196117719,4.232633269847858,0
0.010787900841346154,0.06713701737616098,0.06799821987912374,0.1710646153846154,-0.3725598800859209,-0.1913118570332908,2.515721928794379,4.734728096491171,0
0.010559931490384615,0.06392352985411053,0.06478988981385117,0.18483323076923078,-0.33843940146089224,-0.1174189530575694,2.852809727682332,4.298475337821159,0
0.010820700721153846,0.06303597735406045,0.06395797061413379,0.19672430769230767,-0.30487259345789397,-0.23392702543754434,3.075837190071776,4.188796933200283,0
0.009786180288461538,0.07112319242679796,0.07179329930862352,0.22342707692307692,-0.049557997117598784,-0.23540813010523343,3.1120881191227223,5.277980493432425,0
0.011866629807692307,0.0627251385284265,0.06383776238562178,0.1785747692307692,-0.3064634255754122,-0.1832040763259038,2.797321832095855,4.173066144156781,0
0.00997788641826923,0.06311563399911067,0.06389946378871716,0.19693292307692306,-0.3776609416069916,-0.169561734272765,3.0819181933382302,4.181136867825231,0
0.0073891406249999994,0.0653384365756777,0.06575492904208688,0.20360861538461536,-0.18892723677981138,-0.04160718359803434,3.096476800359978,4.427479749969798,0
0.011974197115384614,0.06528644243042166,0.06637545451278541,0.22113230769230768,0.0022371561861973532,-0.36095588416982577,3.331537327826136,4.511437784861538,0
0.009167871995192308,0.062327459600711815,0.06299811185423412,0.21007569230769232,-0.028427035744135853,-0.3288863448723255,3.3346346864987573,4.064012387531361,0
0.008715396634615385,0.06720434761020758,0.0677671194327476,0.23844738461538462,0.10484396980031718,-0.229094945701144,3.5186294340486386,4.7025996556413725,0
0.011191074519230768,0.06718167123281371,0.06810739386093735,0.18525046153846153,-0.3137117892117969,-0.13188969139613105,2.7199757370944604,4.749943908893538,0
0.009122237379807692,0.06813730061999275,0.06874523220262498,0.22300984615384614,-0.007834129567050319,-0.11220656350012324,3.2440045042327488,4.839328717407053,0
0.008798313100961538,0.06670757632429981,0.06728529596044619,0.18212123076923076,-0.39060341043553803,-0.12939852190252,2.7067017460930747,4.635966517744473,0
0.009900878004807693,0.06412095544325722,0.06488084703687416,0.19025723076923076,-0.3476263110969091,-0.1417405600645414,2.9324097407157903,4.310552895715597,0
0.010033299879807691,0.06487222885782129,0.06564353116232922,0.19067446153846154,-0.15878981114816293,-0.1694516870571636,2.90469533337945,4.412490939862721,0
0.009978497596153844,0.06308149350899107,0.06386583779769378,0.20193969230769232,-0.2101975244128731,-0.17950575131451602,3.161935959964006,4.176737523303763,0
0.009671890024038461,0.05991530261418999,0.06069092966817246,0.25138153846153843,0.39873791033104,-0.4018476214041094,4.141995116798694,3.7717902786427455,0
0.011035020432692309,0.06562231560520262,0.0665436697315286,0.22342707692307692,0.08650722858134774,-0.3633737274594481,3.3576007224563353,4.534333420890887,0
0.008402473557692306,0.059545720003765734,0.06013563280331043,0.22718215384615387,0.13964964687114234,0.0012830565832073174,3.7778292083727503,3.7030853966382957,0
0.010176315504807694,0.06641824672174744,0.06719330989647931,0.2238443076923077,-0.026832348597772615,-0.1533372865763642,3.3313480866744483,4.623299476320568,0
0.012612063100961537,0.07005643402085145,0.07118263891835247,0.22718215384615387,-0.17498756810663796,-0.00019988792371990267,3.1915387530827055,5.18857531738168,0
0.007234105168269231,0.06771495721041242,0.06810027685401554,0.21716861538461538,-0.12102876845813171,-0.1418567153604424,3.188953440838421,4.748951252575811,0
0.010461328124999999,0.06856188744627296,0.06935540207030971,0.23218892307692307,-0.08104150393502874,-0.2416766859672104,3.3478130440902967,4.925615919446344,0
0.010649367187499998,0.059564414800544425,0.060508912831297154,0.1883796923076923,-0.2215471879673876,-0.17288422376813187,3.1132552276992995,3.7492004167941295,0
